president,subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,approve,disapprove,adjusted_approve,adjusted_disapprove,multiversions,tracking,url,poll_id,question_id,createddate,timestamp
Donald Trump,All polls,9/27/2020,8/29/2017,8/31/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.12202314,0,42,56,36.530459,57.513132,NA,TRUE,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50158,78824,9/1/2017,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,8/29/2017,8/31/2017,Gallup,B,1500,a,0.15841743,0,34,61,34.74501,59.60928,NA,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50159,78825,9/1/2017,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,8/29/2017,8/30/2017,Winston Group,B/C,1000,rv,1.2120343,0,39,53,39.467343,54.806033,NA,NA,https://www.winningtheissues.org/wp-content/uploads/2017/10/WTI-August-Public-aggs-.pdf,66568,124058,5/29/2020,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,8/30/2017,9/1/2017,YouGov,B,1000,a,0.12022836,0,34,56,34.893156,57.937403,NA,NA,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67305,125629,7/17/2020,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,8/30/2017,9/1/2017,Gallup,B,1500,a,0.15841743,0,34,61,34.74501,59.60928,NA,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50164,78834,9/2/2017,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,8/29/2017,9/2/2017,Ipsos,B-,1832,a,0.1107772,0,37.6,58.6,38.704345000000004,57.27252,NA,TRUE,http://polling.reuters.com/#poll/CP3_2/,50173,78843,9/5/2017,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,8/31/2017,9/2/2017,YouGov,B,1000,a,0.11884422,0,36,53,36.893156,54.937403,NA,NA,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67306,125630,7/17/2020,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,8/31/2017,9/2/2017,Gallup,B,1500,a,0.15841743,0,36,58,36.74501,56.60928,NA,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50165,78835,9/3/2017,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,8/30/2017,9/3/2017,Ipsos,B-,1734,a,0.10561964,0,38.2,58.6,39.304345,57.27252,NA,TRUE,http://polling.reuters.com/#poll/CP3_2/,50172,78842,9/5/2017,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,8/30/2017,9/3/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.07328493,0,43,55,37.530459,56.513132,NA,TRUE,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50166,78836,9/4/2017,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,8/24/2017,9/8/2017,Morning Consult,B/C,4402,a,0.54975084,0,43,50,42.33176,51.289078,NA,NA,https://morningconsult.com/wp-content/uploads/2017/09/170902_crosstabs_BRANDS_combined_v1_TB.pdf,57278,92608,1/9/2019,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,8/31/2017,9/3/2017,Morning Consult,B/C,1993,rv,0.2549689,0,43,52,42.33176,53.289078,NA,NA,http://www.politico.com/f/?id=0000015e-5364-db52-a75e-d77ddd140001,50170,78840,9/5/2017,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,8/31/2017,9/4/2017,Ipsos,B-,1746,a,0.10701411,0,39.1,57.5,40.204345000000004,56.17252,NA,TRUE,http://polling.reuters.com/#poll/CP3_2/,50171,78841,9/5/2017,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,8/31/2017,9/4/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.21858678,0,44,54,38.530459,55.513132,NA,TRUE,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50168,78838,9/5/2017,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,9/1/2017,9/3/2017,YouGov,B,1000,a,0.11727629,0,36,53,36.893156,54.937403,NA,NA,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67307,125631,7/17/2020,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,9/1/2017,9/3/2017,Gallup,B,1500,a,0.15841743,0,38,56,38.74501,54.60928,NA,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50167,78837,9/4/2017,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,9/2/2017,9/4/2017,Gallup,B,1500,a,0.15841743,0,37,56,37.74501,54.60928,NA,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50169,78839,9/5/2017,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,9/2/2017,9/4/2017,YouGov,B,1000,a,0.11542897,0,37,55,37.893156,56.937403,NA,NA,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67308,125632,7/17/2020,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,9/1/2017,9/5/2017,Ipsos,B-,1674,a,0.10321731,0,39.7,56.4,40.804345,55.07252,NA,TRUE,http://polling.reuters.com/#poll/CP3_2/,50185,78862,9/8/2017,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,8/31/2017,9/6/2017,icitizen,NA,2806,a,0.56255683,0,41,59,42.797723,53.131381,NA,NA,https://projects.fivethirtyeight.com.s3.amazonaws.com/polls/2018_icitizen_national.pdf,50961,80602,2/28/2018,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,9/1/2017,9/7/2017,SurveyMonkey,D-,12032,a,0.21706529,0,40,57,37.507007,56.229691,NA,NA,https://drive.google.com/file/d/0BztOs71zt1WpTjlCamRNNXRrUzQ/view,50187,78867,9/8/2017,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,9/3/2017,9/5/2017,YouGov,B,1500,a,0.17050536,0,41,52,41.893156,53.937403,NA,NA,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/yxup54e0o1/econTabReport.pdf,50176,78850,9/6/2017,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,9/2/2017,9/6/2017,Ipsos,B-,1686,a,0.10449898,0,41,54.7,42.104345,53.37252,NA,TRUE,http://polling.reuters.com/#poll/CP3_2/,50184,78861,9/8/2017,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,9/3/2017,9/5/2017,Gallup,B,1500,a,0.15841743,0,37,56,37.74501,54.60928,NA,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50177,78853,9/6/2017,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,9/3/2017,9/5/2017,YouGov,B,1000,a,0.11367024,0,38,49,38.893156,50.937403,NA,NA,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67528,126320,7/17/2020,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,9/3/2017,9/5/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.12132109,0,45,53,39.530459,54.513132,NA,TRUE,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50175,78849,9/6/2017,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,9/4/2017,9/6/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.12178752,0,45,54,39.530459,55.513132,NA,TRUE,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50178,78855,9/7/2017,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,9/4/2017,9/6/2017,Gallup,B,1500,a,0.15841743,0,36,57,36.74501,55.60928,NA,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50180,78857,9/7/2017,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,9/3/2017,9/7/2017,Ipsos,B-,1658,a,0.10327421,0,40.9,54.8,42.004345,53.47252,NA,TRUE,http://polling.reuters.com/#poll/CP3_2/,50183,78860,9/8/2017,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,9/4/2017,9/6/2017,YouGov,B,1000,a,0.11297326,0,39,50,39.893156,51.937403,NA,NA,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67309,125634,7/17/2020,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,9/5/2017,9/7/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.12202314,0,46,53,40.530459,54.513132,NA,TRUE,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50182,78859,9/8/2017,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,9/5/2017,9/7/2017,Gallup,B,1500,a,0.15841743,0,36,57,36.74501,55.60928,NA,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50186,78866,9/8/2017,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,9/4/2017,9/8/2017,Ipsos,B-,1723,a,0.10787770000000001,0,39.6,55.8,40.704345000000004,54.47252,NA,TRUE,http://polling.reuters.com/#poll/CP3_2/,50197,78878,9/12/2017,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,9/5/2017,9/7/2017,YouGov,B,1000,a,0.11223514,0,38,53,38.893156,54.937403,NA,NA,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67310,125635,7/17/2020,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,9/6/2017,9/8/2017,Gallup,B,1500,a,0.15841743,0,38,56,38.74501,54.60928,NA,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50188,78869,9/9/2017,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,9/5/2017,9/9/2017,Ipsos,B-,1696,a,0.10666117,0,38.7,55.5,39.804345,54.17252,NA,TRUE,http://polling.reuters.com/#poll/CP3_2/,50196,78877,9/12/2017,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,9/6/2017,9/8/2017,YouGov,B,1000,a,0.11150933,0,42,50,42.893156,51.937403,NA,NA,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67311,125636,7/17/2020,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,9/6/2017,9/9/2017,YouGov,B,2271,a,0.25055437,0,39,51,39.893156,52.937403,NA,NA,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/pjiav8yyrj/tabs_daca.pdf,56962,91950,11/28/2018,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,9/6/2017,9/10/2017,Ipsos,B-,1673,a,0.105579,0,36.7,56.9,37.804345,55.57252,NA,TRUE,http://polling.reuters.com/#poll/CP3_2/,50195,78876,9/12/2017,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,9/7/2017,9/9/2017,Gallup,B,1500,a,0.15841743,0,38,56,38.74501,54.60928,NA,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50189,78870,9/10/2017,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,9/7/2017,9/9/2017,Zogby Analytics,C+,834,lv,0.92441746,0,43,53,39.824304,54.853861,NA,NA,https://www.zogbyanalytics.com/news/795-the-zogby-poll-trump-wins-back-base-makes-gains-among-younger-voters,50202,78890,9/14/2017,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,9/7/2017,9/9/2017,YouGov,B,1000,a,0.11032777,0,38,52,38.893156,53.937403,NA,NA,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67312,125637,7/17/2020,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,9/6/2017,9/10/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.07328493,0,44,55,38.530459,56.513132,NA,TRUE,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50190,78871,9/11/2017,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,9/7/2017,9/11/2017,icitizen,NA,1933,a,0.41315993,0,43,56,44.797723,50.131381,NA,NA,https://projects.fivethirtyeight.com.s3.amazonaws.com/polls/2018_icitizen_national.pdf,50960,80601,2/28/2018,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,9/7/2017,9/11/2017,Morning Consult,B/C,1976,rv,0.26713371,0,42,50,41.33176,51.289078,NA,NA,http://www.politico.com/f/?id=0000015e-784f-dad5-a77f-7cef00960000,50198,78883,9/13/2017,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,9/8/2017,9/10/2017,Gallup,B,1500,a,0.15841743,0,38,57,38.74501,55.60928,NA,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50191,78872,9/11/2017,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,9/7/2017,9/11/2017,Ipsos,B-,1679,a,0.10628123,0,35.3,58.1,36.404345,56.77252,NA,TRUE,http://polling.reuters.com/#poll/CP3_2/,50194,78875,9/12/2017,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,9/7/2017,9/11/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.21858678,0,44,54,38.530459,55.513132,NA,TRUE,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50192,78873,9/12/2017,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,9/8/2017,9/10/2017,YouGov,B,1000,a,0.11034017,0,39,51,39.893156,52.937403,NA,NA,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67313,125638,7/17/2020,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,9/9/2017,9/11/2017,Gallup,B,1500,a,0.15841743,0,37,58,37.74501,56.60928,NA,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50193,78874,9/12/2017,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,9/9/2017,9/11/2017,YouGov,B,1000,a,0.11030102,0,36,54,36.893156,55.937403,NA,NA,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67314,125639,7/17/2020,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,9/8/2017,9/12/2017,Ipsos,B-,1671,a,0.10597923,0,34.7,58.6,35.804345,57.27252,NA,TRUE,http://polling.reuters.com/#poll/CP3_2/,50210,78899,9/15/2017,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,9/9/2017,9/13/2017,Ipsos,B-,1703,a,0.1080305,0,35.3,58.3,36.404345,56.97252,NA,TRUE,http://polling.reuters.com/#poll/CP3_2/,50209,78898,9/15/2017,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,9/10/2017,9/12/2017,YouGov,B,1000,a,0.11026206,0,39,51,39.893156,52.937403,NA,NA,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67529,126321,7/17/2020,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,9/10/2017,9/12/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.12132109,0,42,56,36.530459,57.513132,NA,TRUE,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50199,78885,9/13/2017,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,9/8/2017,9/14/2017,SurveyMonkey,D-,16343,a,0.30199056,0,43,55,40.507007,54.229691,NA,NA,https://drive.google.com/file/d/0BztOs71zt1WpaWZ3d0J4Qno1T2c/view,50207,78895,9/15/2017,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,9/10/2017,9/12/2017,Gallup,B,1500,a,0.15841743,0,37,57,37.74501,55.60928,NA,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50201,78888,9/13/2017,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,9/10/2017,9/12/2017,YouGov,B,1500,a,0.16539309,0,39,52,39.893156,53.937403,NA,NA,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/xec10tysqv/trackingreport.pdf,50200,78886,9/13/2017,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,9/11/2017,9/12/2017,Lucid,D+,1592,a,0.59096409,0,34.5,50.65,36.295693,53.399436,NA,NA,https://luc.id/wp-content/uploads/2017/09/Lucid-Political-Tracker-Cross-Tabs-92F11-2.pdf,50308,79043,10/10/2017,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,9/10/2017,9/14/2017,Ipsos,B-,1699,a,0.10777038,0,36.8,57.5,37.904345,56.17252,NA,TRUE,http://polling.reuters.com/#poll/CP3_2/,50208,78897,9/15/2017,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,9/11/2017,9/13/2017,YouGov,B,1000,a,0.11120963,0,37,54,37.893156,55.937403,NA,NA,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67315,125641,7/17/2020,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,9/11/2017,9/13/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.12178752,0,44,54,38.530459,55.513132,NA,TRUE,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50203,78891,9/14/2017,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,9/11/2017,9/13/2017,Gallup,B,1500,a,0.15841743,0,37,56,37.74501,54.60928,NA,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50204,78892,9/14/2017,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,9/11/2017,9/13/2017,Marist College,A+,1224,a,2.2077587,0,39,50,39.982976,50.869309,NA,NA,http://maristpoll.marist.edu/wp-content/misc/usapolls/us170910_Third%20Rail/Marist%20Poll%20National%20Nature%20of%20the%20Sample%20and%20Tables_September%202017.pdf#page=3,50211,78903,9/15/2017,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,9/12/2017,9/14/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.12202314,0,43,55,37.530459,56.513132,NA,TRUE,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50205,78893,9/15/2017,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,9/12/2017,9/14/2017,Gallup,B,1500,a,0.15841743,0,37,57,37.74501,55.60928,NA,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50206,78894,9/15/2017,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,9/10/2017,9/16/2017,Saint Leo University,C/D,1000,a,0.5479127,0,42.8,53.2,42.018485,52.981121,NA,NA,http://polls.saintleo.edu/fewer-than-half-of-americans-approve-of-trumps-job-performance-in-new-saint-leo-university-poll-florida-residents-concur-2/,50290,79021,10/5/2017,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,9/12/2017,9/14/2017,YouGov,B,1000,a,0.11218231,0,40,51,40.893156,52.937403,NA,NA,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67530,126322,7/17/2020,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,9/11/2017,9/15/2017,Ipsos,B-,1615,a,0.10243629,0,38.4,56.3,39.504345,54.97252,NA,TRUE,http://polling.reuters.com/#poll/CP3_2/,50224,78922,9/19/2017,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,9/12/2017,9/14/2017,YouGov,B,1000,a,0.11218231,0,40,51,40.893156,52.937403,NA,NA,http://big.assets.huffingtonpost.com/tabsHPImmigration20170912.pdf,50218,78911,9/18/2017,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,9/12/2017,9/14/2017,Morning Consult,B/C,2094,a,0.2844133,0,41,51,40.33176,52.289078,NA,NA,https://morningconsult.com/wp-content/uploads/2017/09/MC_BGBF-Crosstabs.pdf,50214,78907,9/17/2017,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,9/13/2017,9/15/2017,Gallup,B,1500,a,0.15841743,0,36,59,36.74501,57.60928,NA,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50212,78905,9/16/2017,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,9/13/2017,9/15/2017,YouGov,B,1000,a,0.11396345,0,40,48,40.893156,49.937403,NA,NA,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67316,125643,7/17/2020,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,9/12/2017,9/15/2017,Morning Consult,B/C,2201,a,0.29589131,0,42,51,41.33176,52.289078,NA,NA,https://pac.morningconsultintelligence.com/2017/pulse-2017-crosstabs.pdf,60048,104313,10/12/2019,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,9/12/2017,9/16/2017,Ipsos,B-,1610,a,0.10170179,0,39.5,54.9,40.604345,53.57252,NA,TRUE,http://polling.reuters.com/#poll/CP3_2/,50223,78921,9/19/2017,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,9/13/2017,9/17/2017,Ipsos,B-,1585,a,0.09933039,0,39.4,54.9,40.504345,53.57252,NA,TRUE,http://polling.reuters.com/#poll/CP3_2/,50222,78920,9/19/2017,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,9/14/2017,9/16/2017,YouGov,B,1000,a,0.11529373,0,37,53,37.893156,54.937403,NA,NA,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67317,125644,7/17/2020,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,9/13/2017,9/17/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.07328493,0,44,55,38.530459,56.513132,NA,TRUE,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50216,78909,9/18/2017,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,9/14/2017,9/16/2017,Gallup,B,1500,a,0.15841743,0,38,57,38.74501,55.60928,NA,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50215,78908,9/17/2017,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,9/14/2017,9/18/2017,Ipsos,B-,1560,a,0.09662444,0,37.5,56.5,38.604345,55.17252,NA,TRUE,http://polling.reuters.com/#poll/CP3_2/,50221,78919,9/19/2017,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,9/14/2017,9/18/2017,NBC News/The Wall Street Journal,A-,900,a,1.3900789,0,43,52,42.173441,52.886858,NA,NA,http://msnbcmedia.msn.com/i/MSNBC/Sections/A_Politics/HUB_NBCPolitics_Front/17363%20NBCWSJ%20September%20Poll%20(9-21-17%20Release).pdf,50231,78933,9/21/2017,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,9/15/2017,9/17/2017,Gallup,B,1500,a,0.15841743,0,38,56,38.74501,54.60928,NA,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50217,78910,9/18/2017,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,9/14/2017,9/18/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.21858678,0,43,55,37.530459,56.513132,NA,TRUE,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50219,78912,9/19/2017,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,9/14/2017,9/17/2017,Morning Consult,B/C,2203,a,0.3082611,0,42,51,41.33176,52.289078,NA,NA,https://morningconsult.com/wp-content/uploads/2017/09/170911_crosstabs_Brands_Equifax_v1_AP.pdf,50227,92587,1/9/2019,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,9/13/2017,9/18/2017,Kaiser Family Foundation,NA,1179,a,1.8052237,0,38,57,38.721652,55.420228,NA,NA,http://files.kff.org/attachment/Topline-Kaiser-Health-Tracking-Poll-September-2017-Whats-Next-for-Health-Care,50248,78958,9/25/2017,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,9/15/2017,9/17/2017,YouGov,B,1000,a,0.11610298,0,40,50,40.893156,51.937403,NA,NA,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67318,125645,7/17/2020,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,9/15/2017,9/19/2017,Ipsos,B-,1557,a,0.0949382,0,39,54.8,40.104345,53.47252,NA,TRUE,http://polling.reuters.com/#poll/CP3_2/,50239,78943,9/22/2017,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,9/14/2017,9/20/2017,icitizen,NA,2000,a,0.48460891,0,42,57,43.797723,51.131381,NA,NA,https://projects.fivethirtyeight.com.s3.amazonaws.com/polls/2018_icitizen_national.pdf,50959,80600,2/28/2018,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,9/15/2017,9/19/2017,Monmouth University,A+,1009,a,2.2455922,0,40,49,40.233918,50.367033,NA,NA,https://www.monmouth.edu/polling-institute/reports/MonmouthPoll_US_092017/,50228,78929,9/20/2017,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,9/16/2017,9/18/2017,Gallup,B,1500,a,0.15841743,0,38,55,38.74501,53.60928,NA,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50220,78913,9/19/2017,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,9/16/2017,9/18/2017,YouGov,B,1000,a,0.11692651,0,40,52,40.893156,53.937403,NA,NA,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67319,125646,7/17/2020,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,9/15/2017,9/21/2017,SurveyMonkey,D-,9061,a,0.18173489,0,45,53,42.507007,52.229691,NA,NA,https://drive.google.com/file/d/0BztOs71zt1WpM19EY0ZCalBMRWM/view,50235,78938,9/22/2017,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,9/17/2017,9/19/2017,YouGov,B,1500,a,0.17664709,0,39,49,39.893156,50.937403,NA,NA,https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/pg2ybma1jb/econTabReport.pdf,50226,78924,9/20/2017,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,9/17/2017,9/19/2017,Gallup,B,1500,a,0.15841743,0,39,55,39.74501,53.60928,NA,TRUE,http://www.gallup.com/poll/201617/gallup-daily-trump-job-approval.aspx,50229,78931,9/20/2017,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,9/16/2017,9/20/2017,Ipsos,B-,1626,a,0.097253,0,38.2,55.9,39.304345,54.57252,NA,TRUE,http://polling.reuters.com/#poll/CP3_2/,50238,78942,9/22/2017,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,9/17/2017,9/19/2017,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,0.12132109,0,42,56,36.530459,57.513132,NA,TRUE,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,50225,78923,9/20/2017,00:45:20 27 Sep 2020
Donald Trump,All polls,9/27/2020,9/17/2017,9/19/2017,YouGov,B,1000,a,0.11776472,0,38,52,38.893156,53.937403,NA,NA,https://today.yougov.com/_pubapis/v5/us/trackers/donald-trump-approval-daily/download/,67531,126323,7/17/2020,00:45:20 27 Sep 2020
